景点,comments,score
泰州水上森林公园,风景不错，60岁以上半价，坐木筏每人40有点小贵，因为时间太短了。其他各方面都不错。停车场很大，人不是很多。秋天的色彩很漂亮！,0.9710128249084095
泰州水上森林公园,非常值得去的景点！节前游客少！逛一圈一个多小时！景区门口的超市有个老太婆看着？随意报价格，一瓶500毫升农夫山泉青柑普洱，一根盐水棒冰要价24！等我们去查看价格牌时又说12！问她赠什么随口报价格！说不知道，只是打工的，你不买总有人买的！真的给这么好的景区抹黑！结果当然没有买，景区附近的乡道上很多超市可以选购！而且景区内的小剧场门口的饮料价格也很合理的！这个景区外超市真的无语了！,0.2534306582700008
泰州水上森林公园,去的早景区里没什么人，有种“曲径通幽处”的境界。大面积的水杉遮住了太阳，水上的弯曲小乔很有意境，让人彻底的放松心情。园子不大，慢悠悠的逛街，呼吸着高氧分子的空气，太舒适了！很值得去的地方！,0.9997922404587971
泰州水上森林公园,空气很好，凉爽。国庆期间还送螃蟹，游览下来比较轻松，还有几个民间艺术表演，一苇渡江，秋天没有那么多鸟屎轰炸，很不错的出行，位置偏，适合自驾,0.9985714635344662
泰州水上森林公园,这次来李中水上森林公园玩的很开心，人少景美很出片。再过半个月估计叶子红了就更漂亮了，公园离兴化市区只有十几公里，很方便，朋友们来泰州玩有空可以到李中水上森林公园。,0.9999924946725961
泰州水上森林公园,陪着爸爸妈妈一起来兴化旅游，选择了李中水上森林公园，环境非常好，人非常少，空气清新，像净化器一样，森林茂密，徒步走了整个公园，又坐了船，爸爸妈妈非常高兴。,0.9999999880511833
泰州水上森林公园,很美，桥上去走到一号码头，下船就是水上森林。不做船的话可以直走，沿着河道堤坝走，就到水杉栈道。景区不大，两个小时足够啦！,0.9990256689744161
泰州水上森林公园,通过查询排行榜，有这个地方也就安排了。交通很便利，导航清晰，园子门口有个还算大的停车场，反正假期到景区，赶早就对了！整个景区基本两大块，一块儿湖面，一块儿水上树林，有些单调，但好在水上树林不常见，所以也能跑跑看看。而且总体游客不是太拥挤，游玩或是健步走的体验感，总体还不错。园区里面的配套较一般，特能理解，毕竟客流有限。,0.5149048727868429
泰州水上森林公园,水上森林公园很值得一游，公园风景优美，是天然的氧吧，沿着公园导游牌游走在小九寨沟、板桥栈道、难得糊涂林、步云桥、林中水巷等景点间，阳光透过层层杉树一缕缕地泻下，使人心旷神怡。清风吹过，鸟儿婉转的在鸣唱，坐着竹筏穿梭在森林雾气中间，感觉非常的惬意，感叹大自然的馈赠……,0.9999999999999871
泰州水上森林公园,我最喜欢的泰州景点。高配版的水上森林，密密麻麻的杉木，坐竹筏穿梭在其中真的好治愈。还有小姐姐在水上表演，美翻了。停车场很大，开车过来非常ok,0.9894418284012467
泰州水上森林公园,中秋国庆双节去的，联票还赠送了大闸蟹，秋高气爽，空气很好，有水有森林，名副其实，还有节目表演，玩了很舒心！适合带家里老人来！,0.9999817980702883
泰州水上森林公园,景区的环境和风景都很推荐。只是越来越多的景区都变得对宠物越来越不包容！出现点舆论就一刀切一禁了之，用不做不错的方式来应对是**的表现。两年前还被知名宠物博主网上推荐的亲宠的李中水上森林公园，现在也门口一纸告示拒绝一切宠物,0.9999991216020212
泰州水上森林公园,国庆假期间去的，绿野仙踪一样的秘境。景区内凉爽不晒。刚进景区有鸬鹚表演，其实就是老爷爷划着小船放它们下水游一游。整个景区慢慢逛两三小时也就走完全程，不累，游船可以不用坐，当然想体验一下的除外。不知是不是季节不对，白鹭全程只看到一只，还是翅膀受伤了无法飞的。总之是一个休闲适合拍照的地方。,0.999923685305598
泰州水上森林公园,值得一看，空气不错，人不多。风景很好,0.993464724625704
泰州水上森林公园,水上森林面积很大，各种树木长在水中，形成规模较大的森林，乘竹筏一般，荷花池还不错。性价比一般。,0.9989834222319822
泰州水上森林公园,非常棒哦，鸟巨多，各种大鸟。看捕鱼就可以看很久。还有很多节目表演，物超所值。离开兴化县城很近，开车过去也没多久。从泰州过去走高速即可。,0.9998934463369367
泰州水上森林公园,鸟的天堂，水上迷宫。简单逛一圈2小时，如果要仔细玩，大约3小时，里面也有卖吃的，出口的湿地科普馆很棒。鸟太多就会有鸟粪，雨伞最好带好。停车场有电网充电桩，门口还有华莱士，很方便。,0.9999995739468001
泰州水上森林公园,郁郁葱葱，风景秀丽，坐船慢悠悠的划过，夏日的风吹在身上神清气爽，偶尔的耀眼阳光闪耀山林之间，在水面映出粼粼波光，大自然的美，就在那里。,0.9999995587047639
泰州水上森林公园,里面环境不错，含氧量高，水杉很多，深秋更美，可惜这段时间鸟不多，还是值得游玩的。,0.9996276820405026
泰州水上森林公园,忘记评论了，真的像一个森林氧吧，走走停停，坐着小船穿梭在树林中，美不胜收，树林中有很多品种的鸟，自由自在，生态环境太好了,0.9999213966555086
泰州水上森林公园,应该说去的不是它最美的季节。但还是值得一去。森林里的气温明显比外面低了几度，徐徐凉风，让人心旷神怡。让人心情得到放松。,0.9992008337022338
泰州水上森林公园,非常好玩，景色迷人,0.9652656300680575
泰州水上森林公园,今年秋天暖和，遗憾没有看到树叶变红的样子,0.8860296490061417
泰州水上森林公园,水上森林公园景区，位于江苏省泰州市兴化市李中镇舜川路，是全省较大的人工湿地生态林。公园是国家AAAA级景区，江苏省环境教育基地、江苏省科普教育基地。景区占地面积2000亩，其中森林面积为1050余亩、水面面积为950余亩，园内采用林垛沟鱼的立体模式，森林主要以水杉为主，美丽的白鹭在林中穿梭飞翔，使整个景区动静结合，形成了“林中有水、林中有鸟”的水乡景观。,0.9999999999999847
泰州水上森林公园,位于江苏省泰州市兴化县里下河国家湿地公园的李中水上森林公园，已经是第二次来打卡了，为了它优美的自然环境、独特的水林鱼鸟交织的生态、充满趣味的木筏体验、万亩荷塘，还有一苇渡江等水上民间艺术表演等。亲子旅游的好去处。,0.9999999964189785
泰州水上森林公园,环境优美，值得一去，是不是深秋会更美？,0.9889795844153512
泰州水上森林公园,顺路去的，那里夏天可能更舒服一些。,0.8307673885071153
泰州水上森林公园,第二次去，虽然是十一期间，但人不多，算得上是人又少景又好的宝藏景点了。,0.8461685311597532
泰州水上森林公园,人少景美，空气很好。 在这里发现成规模的水杉林原来这么美。 门票不贵，进门之后居然还有一苇渡江的演出。 爱拍照的要来，很出片的。 里面也有遛娃的儿童乐园。,0.9915853425761431
泰州水上森林公园,公园环境很好，坐个竹筏慢慢浏览，鸟类很多，景区酒店方便，比较原生态,0.9956187654889106
泰州水上森林公园,秋天有秋天的味不错,0.8553734845765875
泰州水上森林公园,值得去。春天去更好,0.9943295470940323
泰州水上森林公园,风景优美，可以乘坐竹筏游览，拍照也很好看 是值得一游的景点。,0.9950903670754103
泰州水上森林公园,空气清新，环境不错，轻松游。家人和朋友一起玩的好地方,0.9989576274521642
泰州水上森林公园,值得去看看,0.7430012638823841
泰州水上森林公园,非常不错的一个小众地方，人少景美，还有免费的划桨摆渡。希望这种地方速度推广。一路过来的景色也不错，路上是彩虹的画线。真的值得推荐。,0.9999956054115812
泰州水上森林公园,森林幻境，夏日天堂！秋日再来,0.9973963743310312
泰州水上森林公园,赶上了国庆活动，还送螃蟹???哈哈！景色也超美！适合遛娃的地方,0.9844369789901531
泰州水上森林公园,性价比很高，服务非常周到，离周边景点都很近，停车也很方便！！,0.999324427477107
泰州水上森林公园,人不多，空气很好,0.6873289114402837
泰州水上森林公园,地方很好看 ，比溱湖好太多，步行绕一圈半小时左右，没看见鸟类，去之前担心鸟屎多余了，很多臭虫，但是景色过于单一了，不值得特地去一趟,0.7254140264880872
泰州水上森林公园,公园空气清新，景色优美，水上森林很有特色，值得一游，很愉快的一次旅行。,0.9999782273375611
泰州水上森林公园,令人惊艳的公园，藏在深闺，人在陆地走，影在水中飘，随手一拍就是屏保。,0.9995069094189013
泰州水上森林公园,雾里看花的体验很有新鲜感，有这样的喜好也是多次体验换来的吧。还是很不错的一处景点，推荐带家人一起来看看哦。,0.9832182945319632
泰州水上森林公园,还是挺不错的一个休闲的地方，坐坐竹筏，呼吸下新鲜空气，心旷神怡。,0.9984666316948372
泰州水上森林公园,值得会旅游，环境很不错，空气很新鲜，以后有机会还会去旅游的。,0.9945321606862534
泰州水上森林公园,这里非常漂亮，整个湖面都是绿色澡类植物有栈道四通八达。人行在栈道上或者坐船在上面有种萍踪侠影的感觉。,0.9998868076478635
泰州水上森林公园,挺有意境的，下着小雨逛感觉挺有意思。 园子里放着轻音乐和环境挺搭的，紫色的小花和黄色的油菜花，真的很美，抬头看去树上有好多鸟窝，密密麻麻的，白鹭和灰鹭飞来飞去挺美的。 还有雾气公园挺有意思像仙境一样，小船做的感觉也是挺好。比千剁油菜花好看好玩，还有意思。,0.9999999992721011
泰州水上森林公园,李中水上森林位于 江苏 省 兴化 市李中镇，是 江苏 省最大的人工生态森林。树木多为 上世纪80年代初人工种植，水上森林占地面积2000亩，其中森林面积1050亩，水域面积950亩。景区森林主要以池杉为主，园内水系丰富，河道纵横，形成了“河流回环，水杉林立”的景观。森林采用林垛沟鱼的立体模式，树木参天，树梢益鸟欢聚，沟内鱼儿跳跃，林内一片生机。 这里是野生动物的天堂，猫头鹰、野鸭、白鹭、黑杜鹃、草鹦鹉、山喜等在此筑巢生息。林中鸟平时有３万多只，最多时有６万多只。黄昏时分，百鸟归巢，遮天蔽日，景象蔚为壮观。,0.9999999999999987
泰州水上森林公园,性价比很高，服务非常周到，离周边景点都很近，停车也很方便！,0.9997297391252916
泰州水上森林公园,景色很不错，水上森林还是不多见的。拍照休闲都非常棒！适合朋友和家人一起玩。,0.999924639121115
泰州水上森林公园,很漂亮的景点,0.9472892713192226
泰州水上森林公园,十分稀有的公园，人还不算太多，旁边可以吃螃蟹,0.9366271394135562
泰州水上森林公园,正赶上入园时下雨，雨中漫步，观景，身临其境，是别样的精彩，细雨如丝为生长在水中的高大树木??增添了浓墨重彩，是南方园林的代表,0.999999956095358
泰州水上森林公园,比较普通，景点要门票，一个小时游览时间,0.6185398860713697
泰州水上森林公园,风景很不错，每人送一只蟹，竹筏很舒服,0.9706606776863784
泰州水上森林公园,景色不错，游船值得一坐。空气很好,0.9986571645450029
泰州水上森林公园,景色宜人，能拍出大片效果的地方。,0.8935726978805689
泰州水上森林公园,非常好，有机会会再去。,0.7793946134547588
泰州水上森林公园,比线下现场买便宜一点点,0.31285320974174013
泰州水上森林公园,非常好，房间大,0.5416296504293223
泰州水上森林公园,超好玩，超值,0.9857371447775399
泰州水上森林公园,湿地公园！,0.9512349590738768
泰州水上森林公园,空气特别好,0.7228890481160575
泰州水上森林公园,非常值得去,0.8333333333333333
泰州水上森林公园,森林氧吧,0.8276337094520003
泰州水上森林公园,水上森林，春意盎然，一片绿色，周围是一片金黄色的油菜花。鸟在林中自由飞翔。可能秋天去更好，色彩斑斓。错峰旅游，游客不多。,0.9941828030036468
泰州水上森林公园,水上森林，森林在水中，真的很好,0.9842062914947287
泰州水上森林公园,森林氧吧！景色还可以,0.9796235857005603
泰州水上森林公园,李中水上森林公园，位于江苏省兴化市。距离兴化千垛油菜花景区10公里远，公园水系很发达，水中有，许多的树木并且有堤路相连接，景区门票50，船票50。船票的话分两段，两段加一起刚好绕整个公园一周。大部分人都是买的半程船票。船的动力全部都是人工撑篙。坐船的时间大概二十几分钟。建议还是步行游览更加方便一点。春季的时候有十几种白鹭，苍鹭，大苍鹭等等鸟类在树冠安家做窝。由于鸟类的翼展很大，看起来就像阿凡达电影一样。鸣叫声此起彼伏，绝对值得过来参观游览。,0.9999999979884051
泰州水上森林公园,垃圾箱上，树叶英语错了，别误导小朋友。,0.44624289399842676
泰州水上森林公园,我看过一千种关于春天的句子 都不及这一刻： 林中有水，水中有鱼， 漫漫云雾，遍地野花， 美丽的白鹭在林中飞翔， 鸣叫中带着满心的喜悦， 我们游走在板桥栈道和林中水巷， 恰好偶遇吹来的微风………… 李中水上森林公园真的很值得去。,0.9999999824999403
泰州水上森林公园,整个环境还可以，秋天没看到鸟,0.8536707756638787
泰州水上森林公园,可以去看看，可惜我去晚了，时间太赶，建议多留时间，值得好好拍照留念,0.2906481247204772
泰州水上森林公园,生态保持的很好，环境静谧,0.9912185866845102
泰州水上森林公园,环境可以，适合全家出游,0.48534368493988045
泰州水上森林公园,可以去，没问题，以后有空可以再去看看哈！！！非常好的地方！,0.06540622995721657
泰州水上森林公园,去的时候人挺多的，景色还不错，看看树观观鸟很放松，就是逛久了略感单调，感觉整个园子看下来都差不多，网红打卡人有点多，很影响游玩体验。,0.9999467727213056
泰州水上森林公园,很不错，森林和水的意境很棒，很适合带家里人来玩玩,0.9999355855705198
泰州水上森林公园,景区进口处路两旁是整齐的水杉树，路边立着一些牌子，介绍了兴化的历史文化和名人。名气最大的应该是施耐庵和郑板桥了。 一直往里走，经过一个比较大的湖面，便到了水上森林的精华处。这一处的水杉的根都淹没在水里，游客在水上，树边的木栈道上行走。一些阳光透过茂密的树林投射到粗壮的树干上，水面上，树干一半暗一半亮，水面的折射反光给树林带来了迷幻的光影。人在栈道上走，水中有树的倒影，光的倒影，你的倒影，是拍大片的好场景。快到出口处，水面少了，林子密了，放眼望去，满眼的绿。 出口处有一个游船码头，水上森林也可以坐竹筏游览，得另买船票，每人40元。不坐船可以只买50元的门票。挺奇特的景观，值得一看。,0.9999998055749042
泰州水上森林公园,一个很特别，很适合拍照的公园。,0.9722168898084814
泰州水上森林公园,出乎意外的赞，本来作为看油菜花附带的景点，没想到比油菜花更吸引人，森林加上树下的二月兰和油菜花，还有河流和喷雾，很梦幻，注意避开人流，撑伞或戴帽子，鸟屎实在太多了,0.9999999980368219
泰州水上森林公园,李中 水上 森林位于 江苏 省 兴化 市李中镇，是 江苏 省最大的人工生态森林。树木多为 上世纪80年代初人工种植， 水上 森林占地面积2000亩，其中森林面积1050亩，水域面积950亩。景区森林主要以池杉为主，园内水系丰富，河道纵横，形成了“河流回环，水杉林立”的景观。森林采用林垛沟鱼的立体模式，树木参天，树梢益鸟欢聚，沟内鱼儿跳跃，林内一片生机。 这里是野生动物的天堂，猫头鹰、野鸭、白鹭、黑杜鹃、草鹦鹉、山喜等在此筑巢生息。林中鸟平时有３万多只，最多时有６万多只。黄昏时分，百鸟归巢，遮天蔽日，景象蔚为壮观。,0.9999999999999987
泰州水上森林公园,购票方便，快速入园,0.9079024679634381
泰州水上森林公园,很适合拍武侠大片,0.9097514213795768
泰州水上森林公园,避暑不错的地方,0.9394073182644451
泰州水上森林公园,好看，拍照出片,0.7947559349111931
泰州水上森林公园,打伞，得防鸟屎,0.5486976325915089
泰州水上森林公园,不错，风景好,0.9740063223943447
泰州水上森林公园,去千垛游玩顺路去了李中，没想到却收获了意外的惊喜。二月兰开得正盛，真的很美！,0.9999790710574896
泰州水上森林公园,景色超级美，但竹筏那边的管理人员，态度真的超级差！！！ 我们到的时候，游船那边几乎都没人。我们4个大人1小孩，船上只有4个分散的位置了，非要我们坐上去。哪怕我们表示愿意等下一辆，依然态度非常强硬。 甚至在我走到第二辆竹筏上，被阿姨推搡了两次不给上，结果后面到的人直接插队坐在第二辆上，也没坐在第一辆上… 最后我们的竹筏上坐了11个人，总共10个救生衣，数量不够也没人管，管理真的一塌糊涂。在游客少的情况下，竹筏还要超员行驶 还有一点，湖边的鸟是绑上去的，游客那些棍子去戳它们，也没人管，真的很残忍，鸟根本不能动弹,8.988609856430685e-11
泰州水上森林公园,有点惊喜的景色，各种杉树，水环境也很有灵气，很多不只姓名的鸟自由飞落，正是二月兰的季节，挺好的景区，没有千垛名气大，但是有所惊喜到，离千垛不远。服务谈不上，在售票处问携程订的票凭什么入园，告知你去问检票的，很像九十年代的服务风格，不是自己岗位的事多一句便利也不提供。去的时候是非周末，说是整点放烟雾，结果两分钟停止了，拍照都还没来及选好角度，不知道是嫌人少还是怎样，停车场旅游大巴和私家车很多，但是并没有放10分钟，匆匆结束。进门直行可以看到表演的节目地点和时间，结果看鸬鹚捕鱼，就飞了下就回去了，不强求动物，看个独木水上漂结果姑娘落水了，这也不强求，算了，去看放烟雾拍照两分钟就停止不放了，瞬间烟雾就消散了。应该说自然景观很美好，人文服务全是瑕疵。,0.9999999999985778
泰州水上森林公园,鹭岛的天堂，夏天避暑胜地，一定要坐竹筏，穿越密林深处，听鹭鸟鸣，吹着风，惬意，70的爷爷们撑竹筏身体倍棒，兴化是个美丽的小城，还会二次打卡,0.9999999806872716
泰州水上森林公园,第一次來興化，也是第一次來水上森林公園。環境優美，來是正值看二月蘭的最佳季節。杉樹似乎早了些……綜而言之，非常美！還會再來！！！,0.9805010454254863
